,METAREA,COUNTY,AGE,COVIDUNAW,month_le,gender_Female,gender_Male,education_Bachelor's,education_Graduate or Professional Degree,education_High School or below,education_Some College or Associate Degree,race_Asian,race_Black,race_Native American,race_White,hispanic_Hispanic,hispanic_Non-Hispanic,marital_status_Divorced,marital_status_Married,marital_status_Single
7956,6642,0,33,1,14,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
7957,1521,37119,51,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
7958,6641,0,48,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7959,6641,0,49,1,14,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
7960,3122,0,47,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
7961,1521,0,34,1,14,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
7962,1521,0,31,1,14,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
7963,6642,0,34,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
7964,6641,0,61,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7965,2560,0,24,1,14,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
7966,3122,0,64,1,14,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
7967,3122,0,55,1,14,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
7968,6642,0,50,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
7969,2560,0,59,1,14,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
7970,6641,0,57,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
7971,6641,0,59,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
7972,3122,0,43,2,14,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
7973,2560,0,39,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
7974,1521,37119,55,1,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
7975,6642,0,40,1,14,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7976,6642,0,40,1,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
7977,6642,0,43,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
7978,6642,0,41,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
7979,6642,0,25,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
7980,6642,0,24,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
7981,6641,0,38,1,14,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
7982,6641,0,36,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7983,3122,0,52,1,14,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
7984,1521,37119,57,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
7985,3121,37067,73,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
7986,3122,0,60,2,14,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0
7987,3122,0,43,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
7988,3122,0,46,1,14,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
7989,6642,0,35,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
7990,6642,0,36,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
7991,1521,37119,39,2,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
7992,1521,37119,32,1,14,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
7993,3122,0,21,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
7994,6642,0,57,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
7995,1521,37119,46,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7996,3122,0,45,1,14,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
7997,1521,37119,40,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
7998,1521,37119,58,1,14,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
7999,6642,0,36,2,14,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
8000,6642,0,50,1,14,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
8001,1521,37119,45,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8002,6642,0,24,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
8003,6641,0,47,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
8004,6641,0,16,1,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
8005,3122,0,62,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8006,3122,0,57,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8007,6641,0,26,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
8008,6642,0,31,1,14,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
8009,3121,37067,32,1,14,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
8010,6641,0,21,1,14,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
8011,1521,0,45,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
8012,1521,37119,55,1,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
8013,6641,0,51,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8014,6641,0,46,1,14,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0
8015,6642,0,61,1,14,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
8016,3122,0,52,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8017,3122,0,50,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8018,1521,37119,28,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
8019,1521,37119,33,1,14,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
8020,1521,37119,63,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
8021,1521,37119,44,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
8022,1521,37119,60,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8023,6642,0,49,1,14,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
8024,1521,37179,54,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8025,3121,37067,57,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8026,2560,0,33,2,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
8027,2560,0,30,2,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
8028,6642,0,61,1,14,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
8029,3121,37067,20,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
8030,1521,0,54,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8031,1521,0,52,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8032,6642,0,42,1,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
8033,1521,37159,60,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
8034,6642,0,24,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
8035,6642,0,26,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
8036,1521,0,51,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8037,9999,0,26,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8038,9999,0,28,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8039,6641,0,38,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
8040,1521,37159,32,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
8041,6642,0,45,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8042,6642,0,48,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8043,6642,0,17,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
8044,3121,37067,58,1,14,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
8045,6641,0,54,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
8046,6641,0,59,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8047,6641,0,52,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8048,6641,0,22,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
8049,3122,0,35,1,14,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
8050,3121,37067,54,1,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
8051,3122,0,50,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8052,3122,0,50,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8053,3122,0,23,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
8054,1521,37179,41,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8055,1521,37179,51,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8056,1521,37179,71,1,14,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
8057,1521,37179,20,1,14,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
8058,1521,37179,24,1,14,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
8059,1521,37179,50,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8060,1521,37179,50,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8061,1521,37179,45,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8062,6641,0,35,1,14,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
8063,6641,0,29,1,14,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
8064,1521,0,41,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8065,1521,0,41,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8066,3121,37067,72,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8067,6642,0,50,1,14,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
8068,6642,0,52,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8069,6642,0,52,1,14,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
8070,6642,0,34,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
8071,6642,0,34,2,14,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
8072,6642,0,30,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
8073,1521,37119,35,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8074,1521,37119,44,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8075,3122,0,41,1,14,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
8076,6642,0,44,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8077,6642,0,63,1,14,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
8078,6642,0,32,1,14,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
8079,3121,37067,70,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8080,1521,0,46,1,14,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
8081,1521,0,44,1,14,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
8082,1521,37159,40,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
8083,3122,0,57,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8084,3122,0,67,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8085,1521,0,36,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8086,1521,0,30,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8087,9999,0,47,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
8088,9999,0,47,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
8089,6642,0,57,1,14,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
8090,6642,0,44,1,14,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
8091,6642,0,22,1,14,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
8092,6642,0,23,1,14,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
8093,6642,0,32,1,14,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
8094,6642,0,33,1,14,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
8095,6642,0,56,1,14,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
8096,6642,0,60,1,14,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
8097,9999,0,61,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8098,6642,0,58,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8099,6642,0,56,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8100,2560,0,41,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8101,2560,0,40,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8102,6642,0,34,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
8103,6642,0,37,1,14,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
8104,6642,0,59,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8105,1521,37179,37,1,14,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
8106,1521,37179,34,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
8107,1521,0,49,1,14,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
8108,1521,37179,55,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8109,6642,0,48,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8110,6642,0,16,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
8111,6642,0,20,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
8112,1521,0,42,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
8113,6642,0,42,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8114,6642,0,31,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8115,1521,37119,80,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8116,9999,0,48,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8117,9999,0,49,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8118,2560,0,30,1,14,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
8119,6642,0,67,1,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
8120,6642,0,25,2,14,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
8121,6642,0,25,2,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8122,1521,0,34,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8123,1521,0,38,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8124,1521,0,61,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8125,1521,0,57,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8126,3122,0,27,1,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
8127,3122,0,31,1,14,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
8128,3122,0,45,1,14,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
8129,1521,37119,35,1,14,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
8130,1521,37119,19,1,14,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
8131,1521,37119,21,1,14,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
8132,3121,37057,39,2,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8133,3121,37057,40,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8134,3121,0,55,1,14,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
8135,1521,0,50,1,14,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
8136,1521,0,53,1,14,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
8137,1521,0,58,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8138,1521,0,60,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8139,6641,0,39,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8140,6641,0,38,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8141,3121,37057,42,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8142,3121,37057,40,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8143,3121,37057,61,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8144,3121,37057,66,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8145,6642,0,28,1,14,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
8146,6642,0,28,1,14,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
8147,6642,0,54,1,14,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
8148,6642,0,67,2,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8149,6642,0,57,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8150,6642,0,56,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8151,1521,37119,64,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8152,1521,37119,52,1,14,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
8153,1521,0,63,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8154,6642,0,44,2,14,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
8155,6642,0,57,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8156,6642,0,50,1,14,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
8157,6642,0,19,1,14,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
8158,6642,0,20,1,14,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
8159,1521,37119,56,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8160,1521,37119,55,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8161,1521,37119,41,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8162,6642,0,34,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
8163,6642,0,31,1,14,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
8164,3121,37067,53,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8165,2560,0,25,1,14,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
8166,2560,0,23,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
8167,3122,0,41,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8168,3122,0,48,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8169,1521,0,60,1,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
8170,1521,0,23,1,14,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
8171,1521,0,40,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
8172,3121,37057,62,1,14,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
8173,6642,0,27,1,14,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
8174,3121,37057,33,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
8175,3121,37057,25,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
8176,3121,37057,52,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
8177,6642,0,52,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8178,6642,0,58,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8179,1521,37159,31,2,14,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
8180,1521,37159,30,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
8181,3121,37067,37,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8182,3121,37067,38,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8183,1521,37119,28,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8184,1521,37119,30,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8185,9999,0,22,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
8186,9999,0,51,1,14,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
8187,6642,0,25,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
8188,6642,0,70,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
8189,6642,0,65,1,14,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
8190,6642,0,60,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8191,6642,0,33,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8192,6642,0,28,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8193,9999,0,71,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8194,6642,0,60,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
8195,6642,0,21,1,14,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
8196,1521,37159,44,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8197,1521,37159,40,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8198,1521,37179,54,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
8199,6642,0,26,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
8200,6642,0,26,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
8201,6642,0,48,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8202,6642,0,56,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8203,6642,0,19,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
8204,6641,0,65,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
8205,6642,0,32,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8206,1521,37179,30,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
8207,1521,37179,28,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
8208,1521,37179,62,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8209,1521,37179,59,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8210,6642,0,56,1,14,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
8211,6642,0,18,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
8212,6642,0,20,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
8213,3122,0,40,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
8214,1521,37179,66,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8215,1521,37179,60,1,14,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
8216,9999,0,62,1,14,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
8217,6642,0,63,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8218,2560,0,33,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
8219,6642,0,53,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
8220,6642,0,28,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
8221,6642,0,27,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
8222,6642,0,28,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
8223,1521,37119,58,1,14,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
8224,6641,0,26,1,14,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
8225,3122,0,18,1,14,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
8226,3122,0,64,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8227,6642,0,80,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8228,6642,0,77,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8229,6642,0,44,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8230,6642,0,68,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
8231,3121,37067,27,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
8232,3121,37067,26,2,14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
8233,1521,37119,48,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8234,1521,37119,45,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8235,9999,0,61,1,14,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
8236,6642,0,30,1,14,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
8237,1521,37119,42,1,14,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
8238,6642,0,36,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8239,3122,0,39,1,14,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
8240,3122,0,36,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8241,1521,37179,53,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
8242,6642,0,34,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8243,6642,0,37,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8244,6642,0,56,1,14,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
8245,6642,0,60,1,14,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
8246,6642,0,23,1,14,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
8247,1521,0,55,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8248,6642,0,64,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8249,6642,0,63,2,14,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8250,6642,0,39,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8251,1521,37159,73,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8252,2560,0,29,1,14,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
8253,1521,0,65,1,14,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
8254,1521,0,43,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8255,1521,0,40,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8256,6642,0,43,1,14,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
8257,6642,0,35,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8258,6642,0,45,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
8259,6642,0,52,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8260,1521,37159,56,1,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8261,6642,0,51,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
8262,1521,37119,56,2,14,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
8263,1521,37119,55,1,14,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
8264,1521,37119,22,1,14,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
8265,6642,0,38,1,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
8266,1521,37119,43,1,14,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
8267,1521,37119,35,1,14,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
