YEAR,MONTH,METAREA,COUNTY,AGE,SEX,RACE,MARST,HISPAN,EDUC,COVIDTELEW,COVIDUNAW,education,marital_status,gender
2021,11,3150,37147,59,2,100,5,0,73,1,1,High School or below,,Female
2021,11,2980,37191,48,2,100,4,500,50,1,1,High School or below,Divorced,Female
2021,11,2980,37191,37,2,100,3,0,91,1,1,Some College or Associate Degree,,Female
2021,11,3291,0,38,2,100,5,0,92,1,1,Some College or Associate Degree,,Female
2021,11,480,37021,27,1,100,6,0,73,1,1,High School or below,Single,Male
2021,11,480,37021,28,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,11,480,37021,61,1,100,4,0,111,1,1,Bachelor's,Divorced,Male
2021,11,3600,37133,54,2,100,4,0,91,1,1,Some College or Associate Degree,Divorced,Female
2021,11,1300,37001,34,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,11,1300,37001,33,2,100,1,100,73,1,1,High School or below,Married,Female
2021,11,480,0,41,1,100,1,300,73,1,1,High School or below,Married,Male
2021,11,480,0,39,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,11,480,0,31,1,100,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,11,480,0,29,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,11,1300,37001,35,1,100,1,0,124,1,1,Graduate or Professional Degree,Married,Male
2021,11,1300,37001,31,2,100,1,0,124,1,1,Graduate or Professional Degree,Married,Female
2021,11,1300,37001,42,2,651,1,0,125,1,1,Graduate or Professional Degree,Married,Female
2021,11,1300,37001,41,1,651,1,0,125,2,1,Graduate or Professional Degree,Married,Male
2021,11,3600,37133,54,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,11,480,37021,21,2,100,1,0,73,1,1,High School or below,Married,Female
2021,11,480,37021,24,1,100,1,0,73,1,1,High School or below,Married,Male
2021,11,3291,0,64,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,11,3291,0,20,2,100,6,0,73,1,1,High School or below,Single,Female
2021,11,3291,0,25,1,100,6,0,73,1,1,High School or below,Single,Male
2021,11,3600,37133,39,1,100,4,0,73,1,1,High School or below,Divorced,Male
2021,11,3600,37133,33,1,200,6,0,73,1,1,High School or below,Single,Male
2021,11,3600,37133,40,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,11,3600,37133,66,2,100,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2021,11,3600,37133,60,2,200,1,0,73,1,1,High School or below,Married,Female
2021,11,480,37021,43,1,100,3,612,73,1,1,High School or below,,Male
2021,11,3150,37147,54,2,200,5,0,81,1,1,Some College or Associate Degree,,Female
2021,11,3150,37147,41,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,3150,37147,45,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,2980,37191,36,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,11,2980,37191,39,2,100,4,200,111,1,1,Bachelor's,Divorced,Female
2021,11,1300,37001,51,1,200,4,0,81,1,1,Some College or Associate Degree,Divorced,Male
2021,11,3291,0,74,1,100,1,611,50,1,1,High School or below,Married,Male
2021,11,3291,0,54,1,100,6,0,73,1,1,High School or below,Single,Male
2021,11,3291,0,33,1,100,6,0,73,1,1,High School or below,Single,Male
2021,11,3291,0,56,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2021,11,2980,37191,63,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,11,3291,0,43,1,100,2,100,73,1,1,High School or below,,Male
2021,11,1300,37001,41,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,1300,37001,42,1,801,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,11,3150,37147,31,2,100,6,0,91,1,1,Some College or Associate Degree,Single,Female
2021,11,1300,37001,46,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,1300,37001,50,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,1300,37001,17,2,100,6,0,60,1,1,High School or below,Single,Female
2021,11,1300,37001,25,2,200,6,0,73,1,1,High School or below,Single,Female
2021,11,3291,0,36,2,200,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2021,11,3291,0,18,1,100,6,0,60,1,1,High School or below,Single,Male
2021,11,3291,0,44,2,100,3,100,73,1,1,High School or below,,Female
2021,11,3291,0,22,1,100,3,100,73,1,1,High School or below,,Male
2021,11,3150,37147,33,2,805,4,0,71,2,1,High School or below,Divorced,Female
2021,11,3150,37147,56,2,200,4,0,60,1,1,High School or below,Divorced,Female
2021,11,1300,37001,30,2,100,6,0,60,1,1,High School or below,Single,Female
2021,11,1300,37001,30,1,100,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,11,3600,37133,19,2,100,1,0,73,1,1,High School or below,Married,Female
2021,11,3291,0,51,1,100,4,0,81,1,1,Some College or Associate Degree,Divorced,Male
2021,11,2980,37191,63,1,100,1,0,73,1,1,High School or below,Married,Male
2021,11,1300,37001,58,1,200,1,0,111,1,1,Bachelor's,Married,Male
2021,11,1300,37001,54,2,200,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,11,1300,37001,32,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,1300,37001,33,2,803,1,0,111,1,1,Bachelor's,Married,Female
2021,11,3150,37147,70,1,200,4,0,73,1,1,High School or below,Divorced,Male
2021,11,3600,37133,27,2,200,6,0,73,1,1,High School or below,Single,Female
2021,11,3600,37133,42,2,200,6,0,73,1,1,High School or below,Single,Female
2021,11,480,37021,58,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2021,11,480,37021,31,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,11,480,37021,60,2,100,1,0,125,1,1,Graduate or Professional Degree,Married,Female
2021,11,3291,0,40,1,200,6,0,92,1,1,Some College or Associate Degree,Single,Male
2021,11,480,37021,44,1,100,1,0,125,1,1,Graduate or Professional Degree,Married,Male
2021,11,480,37021,39,2,100,1,0,125,1,1,Graduate or Professional Degree,Married,Female
2021,11,480,37021,72,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2021,11,480,37021,68,1,100,4,0,111,1,1,Bachelor's,Divorced,Male
2021,11,480,37021,53,1,100,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,11,3291,0,56,2,805,1,0,111,1,1,Bachelor's,Married,Female
2021,11,3291,0,59,1,200,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,11,3291,0,37,1,805,4,0,81,1,1,Some College or Associate Degree,Divorced,Male
2021,11,3600,37133,42,2,100,4,0,123,1,1,Graduate or Professional Degree,Divorced,Female
2021,11,3600,37133,17,1,100,6,0,60,1,1,High School or below,Single,Male
2021,11,1300,37001,49,2,200,4,0,81,2,1,Some College or Associate Degree,Divorced,Female
2021,11,2980,37191,50,1,100,1,500,20,1,1,,Married,Male
2021,11,1300,37001,48,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,11,1300,37001,50,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,2980,37191,54,2,200,6,0,73,1,1,High School or below,Single,Female
2021,11,2980,37191,50,2,200,6,0,73,1,1,High School or below,Single,Female
2021,11,3291,0,58,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,3291,0,57,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,480,37021,33,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,11,480,37021,36,2,100,6,0,123,1,1,Graduate or Professional Degree,Single,Female
2021,11,480,0,26,1,100,1,100,92,1,1,Some College or Associate Degree,Married,Male
2021,11,1300,37001,74,1,100,1,0,73,1,2,High School or below,Married,Male
2021,11,3291,0,38,1,100,1,0,73,1,1,High School or below,Married,Male
2021,11,480,0,31,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,11,3600,37133,32,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,11,3150,37147,51,2,200,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2021,11,1300,37001,63,1,100,1,0,73,1,1,High School or below,Married,Male
2021,11,1300,37001,60,2,100,1,0,60,1,1,High School or below,Married,Female
2021,11,3600,37133,42,2,100,3,612,81,1,1,Some College or Associate Degree,,Female
2021,11,3291,0,24,2,100,6,0,92,1,1,Some College or Associate Degree,Single,Female
2021,11,3291,0,22,2,100,6,0,73,1,1,High School or below,Single,Female
2021,11,1300,37001,61,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,1300,37001,57,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,11,1300,37001,35,1,200,1,0,111,2,1,Bachelor's,Married,Male
2021,11,1300,37001,35,2,200,1,0,111,1,1,Bachelor's,Married,Female
2021,11,480,37021,35,1,100,6,0,73,1,1,High School or below,Single,Male
2021,11,1300,37001,67,1,100,1,0,91,1,1,Some College or Associate Degree,Married,Male
2021,11,1300,37001,22,2,200,6,0,92,1,1,Some College or Associate Degree,Single,Female
2021,11,3291,0,46,2,200,6,0,92,1,1,Some College or Associate Degree,Single,Female
2021,11,480,37021,61,2,100,4,0,50,1,1,High School or below,Divorced,Female
2021,11,3291,0,35,1,100,1,200,73,1,1,High School or below,Married,Male
2021,11,1300,37001,27,2,100,6,0,73,1,1,High School or below,Single,Female
2021,11,3600,37133,20,2,200,1,0,92,1,1,Some College or Associate Degree,Married,Female
2021,11,480,0,54,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,480,0,54,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,3291,0,45,2,100,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2021,11,3291,0,22,1,100,6,0,40,1,1,,Single,Male
2021,11,480,0,67,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,11,480,0,61,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,1300,37001,35,2,100,1,0,125,2,1,Graduate or Professional Degree,Married,Female
2021,11,1300,37001,36,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,11,2980,37191,57,1,100,1,0,50,1,2,High School or below,Married,Male
2021,11,3150,37147,38,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,3150,37147,45,1,100,1,0,73,1,1,High School or below,Married,Male
2021,11,1300,37001,64,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,1300,37001,61,2,100,1,0,81,2,1,Some College or Associate Degree,Married,Female
2021,11,1300,37001,80,1,200,1,0,50,1,1,High School or below,Married,Male
2021,11,480,0,34,1,100,6,0,111,1,1,Bachelor's,Single,Male
2021,11,3600,37133,26,1,100,6,0,73,1,1,High School or below,Single,Male
2021,11,1300,37001,56,2,200,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2021,11,2980,37191,33,2,651,1,0,91,1,1,Some College or Associate Degree,Married,Female
2021,11,3600,37133,24,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,11,3600,37133,46,1,200,1,0,73,1,1,High School or below,Married,Male
2021,11,3600,37133,58,2,100,4,0,73,1,1,High School or below,Divorced,Female
2021,11,2980,37191,31,2,100,1,0,92,1,1,Some College or Associate Degree,Married,Female
2021,11,480,0,34,2,100,6,0,124,1,1,Graduate or Professional Degree,Single,Female
2021,11,480,0,38,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,480,0,37,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,1300,37001,25,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,11,1300,37001,28,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,2980,37191,57,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,11,2980,37191,53,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,3291,0,21,1,200,6,0,91,1,1,Some College or Associate Degree,Single,Male
2021,11,3291,0,23,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,11,3291,0,25,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,11,480,0,42,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,11,480,0,41,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,11,3291,0,40,2,100,4,612,60,1,1,High School or below,Divorced,Female
2021,11,3150,37147,76,2,200,5,0,81,1,1,Some College or Associate Degree,,Female
2021,11,1300,37001,52,2,100,1,0,111,2,1,Bachelor's,Married,Female
2021,11,1300,37001,55,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,11,1300,37001,18,2,100,6,0,73,1,1,High School or below,Single,Female
2021,11,1300,37001,57,2,200,4,0,123,1,1,Graduate or Professional Degree,Divorced,Female
2021,11,480,0,61,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,11,480,0,55,1,100,1,0,73,1,1,High School or below,Married,Male
2021,11,3150,37147,57,2,100,1,0,73,1,1,High School or below,Married,Female
2021,11,1300,37001,31,2,100,6,0,111,2,1,Bachelor's,Single,Female
2021,11,1300,37001,55,1,100,4,0,73,1,1,High School or below,Divorced,Male
2021,11,3291,0,41,1,100,1,0,92,1,1,Some College or Associate Degree,Married,Male
2021,11,3291,0,39,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,3600,37133,24,1,100,6,0,73,1,1,High School or below,Single,Male
2021,11,3600,37133,24,1,100,6,0,73,1,1,High School or below,Single,Male
2021,11,3150,37147,56,1,100,6,0,91,1,1,Some College or Associate Degree,Single,Male
2021,11,3291,0,46,2,100,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,11,480,0,46,1,100,6,100,20,1,1,,Single,Male
2021,11,480,0,17,2,100,6,100,60,1,1,High School or below,Single,Female
2021,11,3291,0,32,1,100,6,0,73,1,1,High School or below,Single,Male
2021,11,3600,37133,51,2,100,4,0,92,1,1,Some College or Associate Degree,Divorced,Female
2021,11,480,37021,32,1,100,3,0,81,1,1,Some College or Associate Degree,,Male
2021,11,3600,37133,22,2,100,1,0,91,1,1,Some College or Associate Degree,Married,Female
2021,11,2980,37191,30,2,100,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,11,480,37021,53,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,11,480,37021,45,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,11,3150,37147,20,2,100,6,0,73,1,1,High School or below,Single,Female
2021,11,480,0,68,1,100,4,0,81,1,1,Some College or Associate Degree,Divorced,Male
2021,12,1521,37119,47,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,12,1521,37119,50,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,12,1521,37119,57,2,200,1,0,81,1,1,Some College or Associate Degree,Married,Female
2021,12,1521,37119,61,1,200,1,0,73,1,1,High School or below,Married,Male
2021,12,1521,37119,33,2,200,6,0,73,1,1,High School or below,Single,Female
2021,12,1521,37119,30,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,12,3121,37067,66,2,100,6,0,111,1,1,Bachelor's,Single,Female
2021,12,2560,0,33,2,100,1,100,111,1,1,Bachelor's,Married,Female
2021,12,6642,0,29,2,100,1,611,73,1,1,High School or below,Married,Female
2021,12,6642,0,35,1,100,1,611,73,1,1,High School or below,Married,Male
2021,12,6642,0,47,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,12,6642,0,46,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,12,6641,0,31,2,651,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,12,6641,0,32,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,12,2560,0,28,2,100,1,0,91,1,1,Some College or Associate Degree,Married,Female
2021,12,2560,0,41,2,801,1,0,73,1,1,High School or below,Married,Female
2021,12,6641,0,59,2,100,4,0,123,2,1,Graduate or Professional Degree,Divorced,Female
2021,12,2560,0,34,1,100,1,0,125,1,1,Graduate or Professional Degree,Married,Male
2021,12,6641,0,28,2,100,6,0,111,2,1,Bachelor's,Single,Female
2021,12,3122,0,35,1,100,1,0,73,1,1,High School or below,Married,Male
2021,12,3122,0,33,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,12,3121,37067,28,2,100,1,100,111,2,1,Bachelor's,Married,Female
2021,12,3121,37067,32,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,12,6642,0,63,1,100,4,0,123,1,1,Graduate or Professional Degree,Divorced,Male
2021,12,1521,0,28,1,100,6,0,111,1,1,Bachelor's,Single,Male
2021,12,1521,0,28,2,100,4,0,123,1,1,Graduate or Professional Degree,Divorced,Female
2021,12,1521,0,43,1,200,1,0,40,1,1,,Married,Male
2021,12,1521,0,39,2,100,1,0,92,1,1,Some College or Associate Degree,Married,Female
2021,12,1521,0,28,2,100,6,0,92,1,1,Some College or Associate Degree,Single,Female
2021,12,6642,0,48,1,200,1,0,92,1,1,Some College or Associate Degree,Married,Male
2021,12,6642,0,43,2,200,1,0,91,1,1,Some College or Associate Degree,Married,Female
2021,12,1521,37119,33,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,12,1521,37119,39,1,100,1,0,111,2,1,Bachelor's,Married,Male
2021,12,6642,0,35,1,200,6,0,92,1,1,Some College or Associate Degree,Single,Male
2021,12,6642,0,43,2,200,6,0,92,1,1,Some College or Associate Degree,Single,Female
2021,12,6642,0,26,2,200,1,0,92,1,1,Some College or Associate Degree,Married,Female
2021,12,6642,0,30,1,200,1,0,73,1,1,High School or below,Married,Male
2021,12,1521,37119,46,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,12,1521,37119,52,1,100,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,12,6642,0,60,2,200,6,0,111,1,1,Bachelor's,Single,Female
2021,12,1521,37119,52,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,12,1521,37119,52,2,100,1,0,91,1,1,Some College or Associate Degree,Married,Female
2021,12,6642,0,38,1,100,1,100,123,1,1,Graduate or Professional Degree,Married,Male
2021,12,6642,0,42,2,100,1,100,30,1,2,,Married,Female
2021,12,6642,0,26,1,100,2,100,73,1,1,High School or below,,Male
2021,12,6642,0,30,1,100,6,100,123,2,1,Graduate or Professional Degree,Single,Male
2021,12,1521,37119,48,1,100,1,100,30,1,1,,Married,Male
2021,12,1521,37119,47,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,12,1521,37119,58,1,200,2,0,73,1,1,High School or below,,Male
2021,12,2560,0,54,2,100,4,0,73,1,1,High School or below,Divorced,Female
2021,12,3122,0,24,1,100,6,100,73,1,1,High School or below,Single,Male
2021,12,3122,0,26,1,100,6,100,92,1,1,Some College or Associate Degree,Single,Male
2021,12,1521,37119,59,1,200,1,0,73,1,1,High School or below,Married,Male
2021,12,1521,37119,22,1,100,6,0,92,1,1,Some College or Associate Degree,Single,Male
2021,12,1521,37119,22,1,100,6,0,92,1,1,Some College or Associate Degree,Single,Male
2021,12,3121,37067,59,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,12,3121,37067,62,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,12,3122,0,55,1,100,6,0,91,2,1,Some College or Associate Degree,Single,Male
2021,12,6641,0,42,1,200,6,0,73,1,1,High School or below,Single,Male
2021,12,1521,0,45,2,200,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2021,12,6641,0,39,1,200,1,0,111,1,1,Bachelor's,Married,Male
2021,12,6641,0,37,2,200,1,0,111,2,1,Bachelor's,Married,Female
2021,12,2560,0,29,2,200,6,0,81,1,1,Some College or Associate Degree,Single,Female
2021,12,3121,37067,56,1,200,4,0,81,1,1,Some College or Associate Degree,Divorced,Male
2021,12,6641,0,46,1,200,1,0,73,1,1,High School or below,Married,Male
2021,12,1521,0,40,1,651,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,12,1521,0,38,2,651,1,0,111,2,1,Bachelor's,Married,Female
2021,12,2560,0,34,1,100,6,0,91,2,1,Some College or Associate Degree,Single,Male
2021,12,6642,0,52,2,200,4,0,91,1,1,Some College or Associate Degree,Divorced,Female
2021,12,6642,0,59,2,100,1,0,124,1,1,Graduate or Professional Degree,Married,Female
2021,12,6642,0,59,1,100,1,0,124,1,1,Graduate or Professional Degree,Married,Male
2021,12,3122,0,32,2,100,4,0,81,1,1,Some College or Associate Degree,Divorced,Female
2021,12,3122,0,31,1,100,6,0,92,1,1,Some College or Associate Degree,Single,Male
2021,12,6641,0,30,2,200,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2021,12,6641,0,29,1,200,6,0,81,1,1,Some College or Associate Degree,Single,Male
2021,12,3122,0,26,1,200,6,0,73,1,1,High School or below,Single,Male
2021,12,1521,37119,68,2,100,1,0,124,1,1,Graduate or Professional Degree,Married,Female
2021,12,1521,37119,69,1,100,1,0,124,1,1,Graduate or Professional Degree,Married,Male
2021,12,1521,37119,32,1,100,6,0,123,1,1,Graduate or Professional Degree,Single,Male
2021,12,6642,0,55,1,100,1,611,91,1,1,Some College or Associate Degree,Married,Male
2021,12,6642,0,63,2,100,1,611,91,1,1,Some College or Associate Degree,Married,Female
2021,12,1521,0,44,1,651,1,0,123,2,1,Graduate or Professional Degree,Married,Male
2021,12,6641,0,43,2,100,6,0,73,1,1,High School or below,Single,Female
2021,12,6641,0,28,1,100,6,0,123,2,1,Graduate or Professional Degree,Single,Male
2021,12,1521,37119,36,1,651,1,0,111,2,1,Bachelor's,Married,Male
2021,12,2560,0,54,2,200,4,0,73,1,1,High School or below,Divorced,Female
2021,12,6642,0,32,2,100,6,600,125,1,1,Graduate or Professional Degree,Single,Female
2021,12,1521,37119,59,2,200,1,0,73,1,1,High School or below,Married,Female
2021,12,3122,0,26,1,100,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,12,3122,0,26,2,100,1,0,124,1,1,Graduate or Professional Degree,Married,Female
2021,12,6642,0,55,1,100,3,0,111,1,2,Bachelor's,,Male
2021,12,1521,0,51,2,100,1,600,73,1,1,High School or below,Married,Female
2021,12,1521,0,52,1,100,1,600,111,1,1,Bachelor's,Married,Male
2021,12,1521,37119,37,1,100,6,0,123,2,1,Graduate or Professional Degree,Single,Male
2021,12,1521,37119,61,2,100,4,0,123,2,1,Graduate or Professional Degree,Divorced,Female
2021,12,6642,0,43,2,100,1,0,111,1,1,Bachelor's,Married,Female
2021,12,6642,0,47,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,12,2560,0,38,1,100,1,0,73,1,1,High School or below,Married,Male
2021,12,2560,0,37,2,100,1,0,73,1,1,High School or below,Married,Female
2021,12,6642,0,54,1,200,3,0,73,1,1,High School or below,,Male
2021,12,6642,0,21,2,200,6,0,73,1,2,High School or below,Single,Female
2021,12,1521,37119,56,2,100,4,0,111,2,1,Bachelor's,Divorced,Female
2021,12,3122,0,73,1,100,1,300,124,1,1,Graduate or Professional Degree,Married,Male
2021,12,1521,37119,30,2,200,6,0,123,2,1,Graduate or Professional Degree,Single,Female
2021,12,6642,0,54,1,802,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,12,6642,0,45,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,12,1521,37119,42,2,100,4,0,123,1,1,Graduate or Professional Degree,Divorced,Female
2021,12,3121,37067,78,2,100,1,0,92,1,1,Some College or Associate Degree,Married,Female
2021,12,2560,0,44,1,801,6,0,92,1,1,Some College or Associate Degree,Single,Male
2021,12,2560,0,33,2,801,4,611,92,1,1,Some College or Associate Degree,Divorced,Female
2021,12,1521,37119,54,2,100,1,612,111,1,1,Bachelor's,Married,Female
2021,12,1521,37119,64,1,100,1,612,111,1,1,Bachelor's,Married,Male
2021,12,1521,37119,21,2,100,6,612,111,1,1,Bachelor's,Single,Female
2021,12,1521,37119,49,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,12,1521,37119,52,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,12,1521,37119,56,1,100,1,0,123,1,1,Graduate or Professional Degree,Married,Male
2021,12,6642,0,33,1,100,1,400,111,1,1,Bachelor's,Married,Male
2021,12,6642,0,38,2,100,1,400,111,1,1,Bachelor's,Married,Female
2021,12,1521,37119,49,1,651,1,0,111,1,1,Bachelor's,Married,Male
2021,12,3121,37067,31,1,100,1,100,73,1,1,High School or below,Married,Male
2021,12,1521,37119,62,1,100,1,0,125,2,1,Graduate or Professional Degree,Married,Male
2021,12,1521,37119,51,2,100,1,600,111,1,1,Bachelor's,Married,Female
2021,12,1521,37119,17,1,100,6,0,71,1,1,High School or below,Single,Male
2021,12,1521,37119,64,2,100,6,0,123,1,1,Graduate or Professional Degree,Single,Female
2021,12,3122,0,55,1,100,6,0,91,2,1,Some College or Associate Degree,Single,Male
2021,12,1521,37119,30,1,200,6,0,73,1,1,High School or below,Single,Male
2021,12,1521,37119,26,2,200,6,0,92,1,1,Some College or Associate Degree,Single,Female
2021,12,1521,37119,57,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2021,12,1521,0,45,2,200,6,0,73,1,1,High School or below,Single,Female
2021,12,1521,37119,41,1,651,1,0,111,2,1,Bachelor's,Married,Male
2021,12,1521,37119,38,2,651,1,0,123,2,1,Graduate or Professional Degree,Married,Female
2021,12,6641,0,40,2,100,1,0,125,1,1,Graduate or Professional Degree,Married,Female
2021,12,6641,0,42,1,100,1,0,125,1,1,Graduate or Professional Degree,Married,Male
2021,12,3122,0,48,2,200,1,0,92,1,1,Some College or Associate Degree,Married,Female
2021,12,1521,0,43,1,100,6,100,73,1,1,High School or below,Single,Male
2021,12,1521,0,31,2,100,6,100,40,1,1,,Single,Female
2021,12,1521,37119,30,2,200,6,0,111,2,1,Bachelor's,Single,Female
2021,12,1521,37119,34,2,200,2,0,81,1,1,Some College or Associate Degree,,Female
2021,12,6642,0,52,1,100,1,612,111,1,1,Bachelor's,Married,Male
2021,12,6642,0,52,2,100,1,0,123,1,1,Graduate or Professional Degree,Married,Female
2021,12,3122,0,57,2,100,3,0,73,1,1,High School or below,,Female
2021,12,6641,0,34,1,651,4,0,124,2,1,Graduate or Professional Degree,Divorced,Male
2021,12,2560,0,49,2,200,1,0,92,1,1,Some College or Associate Degree,Married,Female
2021,12,2560,0,49,1,200,1,0,81,1,1,Some College or Associate Degree,Married,Male
2021,12,6642,0,85,2,100,6,0,92,1,1,Some College or Associate Degree,Single,Female
2021,12,6642,0,43,1,100,6,0,92,1,1,Some College or Associate Degree,Single,Male
2021,12,1521,37119,67,1,100,1,0,73,1,1,High School or below,Married,Male
2021,12,1521,37119,35,2,100,1,0,124,2,1,Graduate or Professional Degree,Married,Female
2021,12,1521,37119,41,1,100,1,0,124,1,1,Graduate or Professional Degree,Married,Male
2021,12,3122,0,28,2,200,6,0,73,1,1,High School or below,Single,Female
2021,12,6641,0,37,1,100,6,0,111,1,1,Bachelor's,Single,Male
2021,12,6641,0,36,2,651,6,0,111,1,1,Bachelor's,Single,Female
2021,12,6642,0,78,2,200,5,0,81,1,1,Some College or Associate Degree,,Female
2021,12,6642,0,56,2,200,4,0,73,1,1,High School or below,Divorced,Female
2021,12,6642,0,29,1,200,6,0,73,1,1,High School or below,Single,Male
2021,12,6641,0,29,2,100,6,0,91,2,1,Some College or Associate Degree,Single,Female
2021,12,6641,0,29,1,100,6,0,111,2,1,Bachelor's,Single,Male
2021,12,3122,0,80,1,200,5,0,73,1,1,High School or below,,Male
2021,12,3122,0,60,1,200,3,0,60,1,1,High School or below,,Male
2021,12,3121,37067,57,2,100,4,0,111,1,1,Bachelor's,Divorced,Female
2021,12,6641,0,72,2,200,5,0,81,1,1,Some College or Associate Degree,,Female
2021,12,3122,0,49,1,100,1,0,111,1,1,Bachelor's,Married,Male
2021,12,3122,0,46,2,100,1,0,111,2,1,Bachelor's,Married,Female
2021,12,3122,0,21,2,100,6,0,73,1,1,High School or below,Single,Female
